workspace_id,workspace_name,capacity_name,report_id,report_name,report_total_pages,page_id,page_name,page_ordinal,view_date,view_count,unique_users,avg_dwell_seconds,top_persona
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p016,STUDY-101 — Baseline Characteristics,17,2026-03-03,7,2,18.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p017,STUDY-101 — Patient Disposition,18,2026-03-03,5,2,19.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p018,STUDY-101 — Cohort Comparison,19,2026-03-03,3,1,16.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p019,STUDY-101 — Efficacy Primary Endpoint,20,2026-03-03,3,1,20.0,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p020,STUDY-101 — Efficacy Secondary Endpoints,21,2026-03-03,1,1,18.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p021,STUDY-101 — Tumor Response (RECIST),22,2026-03-03,1,1,17.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p027,STUDY-101 — Data Quality Dashboard,28,2026-03-03,1,1,15.6,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p028,STUDY-101 — Query Aging,29,2026-03-03,2,1,15.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p029,STUDY-101 — Monitoring Visits,30,2026-03-03,1,1,21.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p034,STUDY-101 — Recruitment Forecast,35,2026-03-03,1,1,13.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p036,STUDY-101 — Budget Burn,37,2026-03-03,2,1,8.3,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p037,STUDY-101 — Milestone Tracker,38,2026-03-03,1,1,29.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p038,STUDY-101 — Risk Register,39,2026-03-03,1,1,19.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p040,STUDY-101 — Regulatory Submissions,41,2026-03-03,2,1,26.5,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p051,STUDY-101 — Audit Findings,52,2026-03-03,1,1,12.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p052,STUDY-101 — Training Compliance,53,2026-03-03,1,1,18.2,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p000,STUDY-101 — Study Overview,1,2026-03-04,1,1,18.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p001,STUDY-101 — Enrollment Funnel,2,2026-03-04,6,2,15.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p003,STUDY-101 — Screen Fail Reasons,4,2026-03-04,1,1,7.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p004,STUDY-101 — Protocol Deviations,5,2026-03-04,3,1,17.7,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p005,STUDY-101 — Adverse Events Summary,6,2026-03-04,2,1,10.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p008,STUDY-101 — Concomitant Medications,9,2026-03-04,3,1,21.9,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p009,STUDY-101 — Lab Out-of-Range,10,2026-03-04,4,1,11.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p010,STUDY-101 — Vital Signs Trends,11,2026-03-04,8,2,16.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p011,STUDY-101 — ECG Findings,12,2026-03-04,23,3,28.1,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p012,STUDY-101 — Pharmacokinetics,13,2026-03-04,2,1,4.0,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p013,STUDY-101 — Dose Modifications,14,2026-03-04,56,5,74.5,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p014,STUDY-101 — Discontinuations,15,2026-03-04,2,1,14.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p015,STUDY-101 — Demographics,16,2026-03-04,4,1,26.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p016,STUDY-101 — Baseline Characteristics,17,2026-03-04,9,2,33.8,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p017,STUDY-101 — Patient Disposition,18,2026-03-04,10,2,26.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p018,STUDY-101 — Cohort Comparison,19,2026-03-04,8,2,17.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p019,STUDY-101 — Efficacy Primary Endpoint,20,2026-03-04,2,1,22.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p020,STUDY-101 — Efficacy Secondary Endpoints,21,2026-03-04,1,1,9.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p021,STUDY-101 — Tumor Response (RECIST),22,2026-03-04,2,1,19.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p022,STUDY-101 — Survival Curves,23,2026-03-04,1,1,19.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p023,STUDY-101 — Biomarker Analysis,24,2026-03-04,1,1,6.2,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p027,STUDY-101 — Data Quality Dashboard,28,2026-03-04,2,1,16.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p028,STUDY-101 — Query Aging,29,2026-03-04,1,1,12.9,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p029,STUDY-101 — Monitoring Visits,30,2026-03-04,2,1,17.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p030,STUDY-101 — IMP Accountability,31,2026-03-04,1,1,17.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p031,STUDY-101 — Temperature Excursions,32,2026-03-04,1,1,22.1,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p032,STUDY-101 — Vendor SLAs,33,2026-03-04,1,1,20.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p038,STUDY-101 — Risk Register,39,2026-03-04,1,1,15.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p040,STUDY-101 — Regulatory Submissions,41,2026-03-04,1,1,8.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p047,STUDY-101 — Imaging Read Backlog,48,2026-03-04,1,1,22.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p051,STUDY-101 — Audit Findings,52,2026-03-04,1,1,22.5,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p054,STUDY-101 — Statistical Analysis Plan,55,2026-03-04,1,1,28.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p000,STUDY-101 — Study Overview,1,2026-03-05,1,1,20.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p001,STUDY-101 — Enrollment Funnel,2,2026-03-05,3,1,16.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p002,STUDY-101 — Site Performance,3,2026-03-05,3,1,25.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p003,STUDY-101 — Screen Fail Reasons,4,2026-03-05,1,1,20.0,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p004,STUDY-101 — Protocol Deviations,5,2026-03-05,1,1,18.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p005,STUDY-101 — Adverse Events Summary,6,2026-03-05,6,2,8.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p006,STUDY-101 — Serious Adverse Events,7,2026-03-05,2,1,16.6,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p009,STUDY-101 — Lab Out-of-Range,10,2026-03-05,1,1,19.8,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p010,STUDY-101 — Vital Signs Trends,11,2026-03-05,11,2,19.4,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p011,STUDY-101 — ECG Findings,12,2026-03-05,13,3,43.8,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p012,STUDY-101 — Pharmacokinetics,13,2026-03-05,3,1,9.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p013,STUDY-101 — Dose Modifications,14,2026-03-05,45,5,64.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p014,STUDY-101 — Discontinuations,15,2026-03-05,2,1,17.7,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p015,STUDY-101 — Demographics,16,2026-03-05,10,2,16.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p016,STUDY-101 — Baseline Characteristics,17,2026-03-05,14,3,29.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p017,STUDY-101 — Patient Disposition,18,2026-03-05,8,2,12.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p018,STUDY-101 — Cohort Comparison,19,2026-03-05,6,2,21.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p019,STUDY-101 — Efficacy Primary Endpoint,20,2026-03-05,1,1,31.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p021,STUDY-101 — Tumor Response (RECIST),22,2026-03-05,2,1,18.0,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p022,STUDY-101 — Survival Curves,23,2026-03-05,1,1,22.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p023,STUDY-101 — Biomarker Analysis,24,2026-03-05,1,1,12.0,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p025,STUDY-101 — PK/PD Modeling,26,2026-03-05,1,1,10.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p026,STUDY-101 — Exposure-Response,27,2026-03-05,1,1,9.8,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p027,STUDY-101 — Data Quality Dashboard,28,2026-03-05,2,1,17.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p029,STUDY-101 — Monitoring Visits,30,2026-03-05,1,1,13.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p032,STUDY-101 — Vendor SLAs,33,2026-03-05,1,1,19.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p034,STUDY-101 — Recruitment Forecast,35,2026-03-05,3,1,7.0,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p038,STUDY-101 — Risk Register,39,2026-03-05,2,1,20.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p041,STUDY-101 — IRB/EC Approvals,42,2026-03-05,1,1,16.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p049,STUDY-101 — eCRF Completion,50,2026-03-05,1,1,7.6,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p050,STUDY-101 — Source Data Verification,51,2026-03-05,1,1,19.9,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p054,STUDY-101 — Statistical Analysis Plan,55,2026-03-05,1,1,7.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p000,STUDY-101 — Study Overview,1,2026-03-06,1,1,11.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p001,STUDY-101 — Enrollment Funnel,2,2026-03-06,2,1,17.6,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p002,STUDY-101 — Site Performance,3,2026-03-06,2,1,7.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p003,STUDY-101 — Screen Fail Reasons,4,2026-03-06,2,1,7.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p004,STUDY-101 — Protocol Deviations,5,2026-03-06,3,1,6.0,Commercial
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p005,STUDY-101 — Adverse Events Summary,6,2026-03-06,6,2,21.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p007,STUDY-101 — SUSAR Tracking,8,2026-03-06,1,1,32.7,Exec
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p008,STUDY-101 — Concomitant Medications,9,2026-03-06,1,1,17.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p009,STUDY-101 — Lab Out-of-Range,10,2026-03-06,4,1,29.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p010,STUDY-101 — Vital Signs Trends,11,2026-03-06,8,2,35.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p011,STUDY-101 — ECG Findings,12,2026-03-06,17,3,40.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p012,STUDY-101 — Pharmacokinetics,13,2026-03-06,1,1,15.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p013,STUDY-101 — Dose Modifications,14,2026-03-06,53,5,69.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p014,STUDY-101 — Discontinuations,15,2026-03-06,1,1,11.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p015,STUDY-101 — Demographics,16,2026-03-06,5,2,10.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p016,STUDY-101 — Baseline Characteristics,17,2026-03-06,8,2,19.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study101,Phase III STUDY-101 — Clinical Trial Tracking,60,rep-clin-study101::p017,STUDY-101 — Patient Disposition,18,2026-03-06,8,2,26.0,Med Director
